timestamp,confidence,alert_triggered,snapshot
2026-06-26 16:40:08,0.706803,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164008.jpg
2026-06-26 16:40:09,0.780115,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164009.jpg
2026-06-26 16:40:09,0.577690,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164009.jpg
2026-06-26 16:40:10,0.684648,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164010.jpg
2026-06-26 16:40:10,0.708414,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164010.jpg
2026-06-26 16:40:10,0.769303,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164010.jpg
2026-06-26 16:40:11,0.718917,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164011.jpg
2026-06-26 16:40:11,0.605646,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164011.jpg
2026-06-26 16:40:11,0.669393,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164011.jpg
2026-06-26 16:40:11,0.581456,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164011.jpg
2026-06-26 16:40:12,0.505163,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164012.jpg
2026-06-26 16:40:13,0.711051,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164013.jpg
2026-06-26 16:40:13,0.569605,1,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164013.jpg
2026-06-26 16:40:14,0.881787,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164014.jpg
2026-06-26 16:40:15,0.821398,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164015.jpg
2026-06-26 16:40:16,0.564104,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164016.jpg
2026-06-26 16:40:16,0.590823,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164016.jpg
2026-06-26 16:40:17,0.579362,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164017.jpg
2026-06-26 16:40:18,0.831661,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164018.jpg
2026-06-26 16:40:20,0.611417,1,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164020.jpg
2026-06-26 16:40:20,0.599937,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164020.jpg
2026-06-26 16:40:21,0.533616,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164021.jpg
2026-06-26 16:40:22,0.630451,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164022.jpg
